"worksheetId","location"
119,"WTS,HQ,SML,LEIGH,WALL53,WLH,LC,PH,LC,WTS"
125,"WTS"
126,"LC,LORIA,HLH28"
129,"LOM,WTS,KRN,BASSLB,HQ,HQ"
137,"WALL53,WTS,ESC,LC,PH,WALL82,HQ,HQ"
140,"HQ,WTS,LUCE,WTS,BASSLB,LUCE,WTS,WALL82,HQ,WLH,EVANS"
141,"GREEN,WALL82,WTS,HQ"
145,"WLH"
150,"PH,KT,WALL82,LC"
155,"LEIGH"
157,"LORIA"
160,"LORIA"
164,"YK220,EDG36,LC,WTS,HQ,WALL81"
165,"YK212,LORIA"
168,"RKZ,HLH37,LC"
169,"CO493,LC,SHM,BASSLB,EDG36,LC"
173,"LOM,LORIA"
174,"WTS,LC,YK212,LC,LORIA,WLH,WTS,HQ"
175,"RKZ"
177,"BASS,WTS,SPL,SPL,LORIA,HLH17"
178,"KT,WTS,WTS,WLH"
179,"SPL,WTS,WALL53,WTS,LEIGH,GREEN,LORIA,WALL82,HQ,HQ"
182,"LC,WLH,LOM,KGL,LOM,WTS,KT,LC,WTS,CO100,LORIA,WLH,CRW353,HQ"
185,"CO493,HQ,BASSLB,WTS,GREEN,TM432,LC,WLH"
187,"LORIA,LC,WLH,LORIA"
189,"KT,LEIGH,WLH"
191,"WLH,WLH,DL,PWG,AKW,WTS,HQ,WTS,KGL,HQ,HLH24,ML"
193,"LC,WLH,WLH,HQ,LORIA"
194,"WLH,BASS"
195,"WALL82,WLH,HQ"
196,"WTS,LC,RKZ,SML"
197,"ML,WLH,HQ,WLH"
201,"WALL82,WTS,LEIGH,SPL,GREEN,KGL"
204,"HQ,LORIA,LORIA,LORIA,LORIA,HQ,HLH37,WLH,PWG,WLH"
205,"CO493,WTS,HEN,HQ,HLH24,WTS,WLH,BASSLB,GREEN,BM,HQ,SDQ"
206,"LC,HLH17,WLH"
208,"STOECK,WALL82,HQ"
214,"LOM,HLH37,SML"
217,"KT,LC,WLH,ESC"
221,"GREEN,WALL81"
223,"WTS,ELM294,CR305"
226,"ML,WALL81,HQ"
232,"HQ,WLH,HQ,EDG36,WALL82,LC,WLH,STOECK,LC,HQ,ESC,BCT,HQ"
233,"SPL,GR109,YK220,YK212,YK220"
235,"LC,KT,SPL"
236,"SA10,SPL,PH"
240,"HQ,LORIA"
247,"WLH,HQ,HQ,HQ"
248,"HQ"
253,"HQ"
254,"RKZ,SPL,WLH,RKZ,WLH"
259,"KT,WALL53,WTS,LEIGH,EDG36,LC"
260,"SML,LC,WLH"
262,"LEIGH,LC,LORIA,PH"
267,"HQ,LC,HQ"
269,"LORIA,WLH,HQ,HQ,WLH,ML"
270,"WLH,WTS,LC"
271,"LOM,WLH,DOW"
272,"GREEN,WLH"
273,"LOM,LC,LC"
275,"WALL53,WTS,HLH37,HQ"
276,"LC,DL,HQ,WTS,WTS,BASSLB"
277,"KT,CO100,HQ"
281,"DAVIES,HQ,LC,LC,WLH,WALL81,RKZ"
283,"HQ,WTS,SPL,RKZ,CO101,LORIA,LORIA,DOW,WLH,WLH,SCL"
284,"PH,DL,SCL,WTS,PH,KGL,LC,SCL,SPL,SPL,HLH17,WALL81,HQ,LORIA,PH,PH,WTS,WLH,LORIA,WTS,RKZ"
287,"LC,KT,SA10"
289,"WTS,EDG36,LC,WTS,WLH"
290,"HQ,HQ,LEIGH,CO100,HLH17,WLH,LORIA,LC,RKZ,PH,WLH,BASSLB,WTS,HQ"
292,"HLH17,HQ,HLH51,LC"
294,"HQ,SPL"
298,"KT,HQ,WALL81,KT,WTS,WTS,HQ,HQ,BF,WALL81,HQ,HQ,LC,LC"
300,"WALL53,SCL,HLH17,LC,CO47"
302,"LC,HQ,WTS,HQ,WTS,LEIGH,HLH24,WTS,HEN,DOW,PWG,WALL82,WLH,HQ,HQ,WTS,HQ"
305,"YSB,WALL81,LC"
306,"WLH,WLH,WALL53,WTS,WTS,SPL,LORIA,WALL82"
309,"PH,LC"
311,"PH,KGL,KT,KGL,WLH,WALL53,YK212,HQ"
312,"LOM,DAVIES"
314,"BCT"
321,"WALL81,SML,LEIGH,YK220,RKZ,WLH"
322,"SA10,LC,HQ,WLH"
324,"WTS,KT,WLH,LEIGH,LC,WALL82,LC"
325,"PH,WLH,CO493,DAVIES,SML,KGL,WTS,HQ,HQ,WTS,WTS,HQ,YK220,STOECK,LORIA,WLH,WTS,HQ,HQ,WTS,LC,HQ,GREEN"
335,"LC,PH,LORIA,WLH,WLH,YK212"
339,"WLH,HQ,HQ"
343,"HQ,DL"
344,"WTS,WTS,WTS,BASSLB"
346,"WLH,WLH"
348,"WLH"
353,"WTS,HQ,KT,HQ,HQ,RKZ,LC,RKZ,WALL82,WLH,SCL"
354,"LC,ML,LEIGH,WTS"
361,"LC"
364,"WTS,RKZ,LORIA,LC,HQ"
365,"HEN,HQ,ML"
367,"HQ"
370,"ML,YSB,YSB,PWG,LORIA,PH,LORIA,WTS,WLH"
373,"KT,LUCE,HLH17,HQ,LORIA"
374,"EDG36"
375,"KGL,SML,ML,LC,LORIA,HQ,S"
376,"LORIA,WTS,LORIA"
377,"PM"
381,"WALL53,WTS,LORIA"
383,"KT,SPL,HQ"
389,"LORIA,LORIA"
391,"WLH,WLH,SML,HQ,WLH,WTS,HQ,WLH"
394,"LC"
396,"SDQ,HQ,HQ,CO493,HQ,WLH,WLH,WTS,PM,WLH,WLH,WTS,BASSLB,WTS,KT,CO101,GREEN,LORIA,HQ,LC,WLH,WLH,HLH17,DL,HQ,HQ,SCL,CR305,BASSLB,HQ"
397,"LOM,LC,WLH,HLH37"
400,"HQ,LOM"
404,"CO493,KGL,ESC,ML,SSS,SPL,SCL,WLH,LC,LC,LORIA,PH,HQ,BRADY"
406,"LORIA,WLH,SCL"
413,"CO493,HQ,LEIGH,HQ,HLH37"
415,"ESC,WALL53,WLH"
422,"HQ,WTS,WTS,AKW,DAVIES,GR109,WLH,KT,WLH,CO100,SPL,WLH,WLH,HQ,WLH,SML,HQ,PK217,HQ"
425,"HQ,WLH"
437,"BASSLB"
439,"WTS,SCL,KT,GREEN"
448,"WLH,LC,ESC,LOM,YSB,YSB,HQ,GR109,WTS,LEIGH,SPL,SPL,SPL,WTS,HLH17,LC,HQ,LORIA,WLH,BF,WLH,CRW353,HLH51"
452,"HQ,SDQ,KT,YSB,HQ,WLH,KT,WLH,SPL,HQ,CO101,BF,WLH,WLH,STOECK,WLH,HQ,HQ"
453,"WLH,PH,HQ,WTS,TM432"
456,"LC"
457,"HEN,HQ,YSB,HLH17,LORIA,RKZ,WLH,WLH,SML"
458,"HQ,KRN,GREEN,WLH,BF"
466,"KT,LC,RKZ"
467,"LC"
469,"DL,RKZ,HQ,CO493,WTS,WTS,SCL,WALL53,WTS,SPL,WTS,LORIA,RKZ,LORIA,WTS,WLH,HQ,HQ,HQ,HQ,GREEN"
472,"PH,HQ,LC,WTS,YK212,WLH"
480,"WLH,WLH"
485,"SA10,HLH17,HQ,LORIA,LORIA,LORIA,LORIA,LEIGH,LEIGH,LORIA,WLH"
488,"WTS,ML,WTS,WTS,HLH51,LUCE,SCL,WLH,LC,CRW353,HQ,WLH,SCL"
489,"RKZ,WALL81,CO493,HQ,WALL82,KT,DL,HQ,WTS,WTS,KT,HLH51,HQ,WTS,WTS,HQ,SML,SPL,SPL,SCL,HQ,LEIGH,WTS,CO493,WTS,LORIA,WLH,PH,WLH,WLH,WLH,DOW,SCL,LC,WLH,WTS,HQ,SML,CRW353,WLH,LC,PK217"
491,"PH,CO493,LOM"
492,"LC,LC,WLH,LC"
495,"ESC,WALL53,HQ,WTS,YSB"
504,"WLH,ML,WLH,WTS,WTS,SA10,BASSLB,HLH17,HQ,LC,HQ,WLH,WLH"
506,"SML,LORIA,WLH,WLH"
507,"BASSLB,WLH,ML,YSB,CO100,LC,WALL81,WLH"
509,"LC"
510,"WTS,SDQ,HQ"
511,"KT,HQ,LC,LC,LC"
513,"WLH,KT,SA10,WALL81,HQ"
518,"CO493"
519,"WTS,SML,LC,CO493,WLH"
520,"LORIA"
527,"SPL,HQ,WLH,HQ"
529,"KGL,LEIGH"
531,"LC,LUCE,WTS,HQ,YSB,PWG"
532,"WALL53,WTS,WLH,KRN,WTS,WLH,HQ,HEN,HQ,WLH,YK220,WLH,RKZ"
533,"LC,HLH17"
536,"KGL,SA10,WLH,BF,HLH17"
540,"LC,LORIA"
547,"HLH17,PH,HQ,HQ,LC,WLH,WALL53,WALL53,HQ,DOW,SCL,HQ"
548,"KT,LC,DOW,WLH"
549,"KT,WTS,WTS,LUCE,HQ,LORIA,LORIA,WALL82,WLH,SCL"
552,"WTS,HQ"
553,"HQ,RKZ,SML,GREEN,WTS"
557,"ML"
565,"KT,LEIGH,SSS,LC,TM432"
567,"WTS,LORIA,DL,WLH,BASSLB,HQ"
568,"LC,PH,SPL,DAVIES"
569,"CO493,ESC,ESC,WALL53,CO100,WTS,LC,HLH17,SHM,SML,WALL81,GREEN,WLH,BASSLB,WTS,HQ,BASSLB,BRADY,HQ,WTS,WTS,LEPH"
573,"DAVIES,WTS,PH,RKZ,HQ"
575,"KGL,WLH"
578,"CO493,HQ,WTS,HQ,RKZ,LC,SSS,WTS"
579,"LC"
583,"HQ"
585,"LC,MARSH"
586,"WTS,ESC,WTS,KGL,WTS,LORIA,LORIA,LORIA,LC,LC,CO493,WTS,WLH"
588,"LORIA,LORIA,LORIA,CO47,LORIA"
589,"BASS"
590,"WALL53,WTS,PH,LORIA,HQ,HQ,LC"
591,"WALL53,HQ"
596,"WTS"
597,"PH,KT"
598,"LC,WLH,WTS,HQ,WTS,HQ,LORIA,LORIA,LORIA,LORIA,LEIGH"
600,"DL,KGL,KGL,WALL53,ESC,WTS,PR77,DOW,HQ,WLH,HQ,KGL,LC,DOW,HLH37,WLH,YUAG,WLH,WLH"
602,"PH,HQ,BASS,DL,WLH,WLH,SML"
604,"GR109,YK220,YK212,YK220"
605,"ESC,KT,WLH,WTS,LORIA,WLH,LC,WLH,HQ,SCL,HQ,SDQ,WTS"
608,"WTS"
610,"LOM,WLH,WLH,YK220,SCL"
612,"YSB,WTS,HQ,WLH,WTS,GREEN"
615,"RKZ,LORIA"
616,"PH,LORIA,WLH,WTS,WTS"
617,"SPL,WTS,SPL,SPL,LORIA,LORIA,LORIA,HLH37,WLH,RDH,DAVIES"
622,"ML,PWG,HLH37,WTS,TRUM87,BASSLB"
624,"KT,HQ,BML,KT,CO100,WLH"
625,"PH,LORIA,SPL"
626,"WLH,HQ,HQ,LC,WLH"
630,"YSB,CO493,CO101,WLH,WLH"
636,"HQ,LC"
637,"WLH"
645,"WALL82,WTS,LEIGH,HQ,LC"
652,"WALL53,WALL53,SPL,SPL,WLH,RDH,DAVIES"
655,"WALL53,WTS,SA10,SPL,LC,LC,HQ,WALL81"
657,"LOM,WTS,WTS"
659,"DL,ML,KT,YK220,LC"
660,"LC"
665,"HQ,SML"
666,"SPL,WLH,KRN,KRN"
670,"KRN,WLH"
674,"WTS,LUCE,WTS,LEIGH,WTS,YSB,LORIA,LUCE,LUCE,PH,HQ,WLH,BASSLB,WLH,CO47,WTS"
675,"LOM,KT,LOM,SA10,SA10,WLH,WLH"
676,"WTS,KT"
677,"WTS,HQ,HQ,WALL53,ESC,WTS,WTS,PWG,LORIA,LC,LORIA,PM,WTS,BASSLB,HQ,SCL"
681,"HQ,WTS"
685,"LC,LEIGH,SA10,SPL,RKZ,DOW,WLH,HLH55,HQ"
688,"PH,LC,HQ,KGL,KGL,WTS,WTS,LC,LORIA,WALL82,WLH,YUAG"
689,"KT,WLH,WLH"
693,"WALL81,LORIA,STOECK,WALL82,EVANS"
695,"CO493,CO493,KGL,LC,LC,LC,WLH"
698,"WLH,HLH37,LORIA"
700,"STOECK,WTS"
701,"HQ,WALL53,WTS,KT,HLH51,WLH,LC,LORIA,LEIGH,BASSLB"
711,"KGL,WALL53,LORIA,LC,WTS,WLH"
713,"LOM,SML,WALL53,SPL,SCL"
714,"PH,WALL53,WTS,LEIGH,WLH"
715,"LEIGH,SPL,YK220"
720,"WTS,WTS,HQ,SML,HQ,RKZ"
723,"ML,BCT,HQ"
726,"YSB,WLH"
728,"WTS,HLH17,SPL,LEIGH,WALL81,LORIA,LC,CO493,WLH,HQ,LUCE"
729,"PH,LEIGH,GREEN,DOW,LC,WALL81"
733,"LEIGH"
734,"PH,BASS,DAVIES,SPL"
735,"SDQ"
739,"PH,WTS,HQ,WALL82,LC"
740,"RKZ"
744,"HQ,PM,HQ,LC,HQ,WLH,LC"
746,"WTS,WLH,LC,LORIA,LC,WLH,EVANS"
754,"HQ,LORIA,RKZ,WLH,PH,WTS,HQ"
756,"WTS"
760,"LC,LC,BF,WLH"
763,"KGL"
764,"LEIGH,LORIA,PH"
765,"LC,LORIA,LC,LC"
777,"LC,WTS,LC,LORIA,WLH,WLH,ESC,LC"
778,"WLH,SCL,SCL,LEIGH,LEIGH,TM432"
782,"LOM,HQ"
784,"PM,KGL,WLH,WLH"
785,"DL"
789,"HLH17,WTS,DAVIES,CO493,WTS,BASSLB"
792,"LOM,WTS,KT,LUCE,HLH17,HQ,HQ,LC,LORIA"
796,"LC,LORIA,PH,PH,HQ,ESC,HQ,HQ,HLH17"
797,"LORIA,YSB,WTS,LEIGH,WLH,BASSLB,LORIA,WLH,HQ,WLH,YK220"
801,"WTS,WALL53,KT,LEIGH"
802,"HQ,RKZ,RKZ,LORIA,WLH,HQ,HQ,GREEN,CRW353,HQ"
811,"ESC,SHM,ELM294"
812,"DL,WLH,YSB,HQ,SA10,SA10,SPL,SPL,SPL,SCL,HQ,HQ,PH,YK212,LORIA,LC,ELM294,LORIA,LORIA,ELM294,ELM294,YK220,WLH,ML,KGL,HQ,WTS,WTS"
816,"LEIGH,HQ,WLH,WLH"
817,"WTS,WTS,LC,HQ,HQ"
823,"PH,LC,HQ,HQ,LORIA,LORIA,LC,STOECK,WALL82,HQ,LC,SCL,LC,LC"
824,"LC,LOM,WTS,SA10"
828,"HQ,YUAG,CO47"
830,"LORIA"
832,"WLH,WTS,LC,LORIA,DOW,LEPH"
833,"LEIGH,LC,RKZ,WLH,WLH"
835,"HQ,CR305"
836,"YSB,CO493,YK220,HLH37"
837,"PH,WLH,HLH17,BCT"
839,"WALL53"
843,"WTS,WLH,HQ,CO47"
845,"WALL53,LC"
848,"WALL82"
850,"SPL,SPL,LORIA"
853,"LOM,WTS,KRN,WLH"
857,"WTS,WLH"
861,"HQ,WALL53,WLH,PR406"
864,"WLH,DL,HLH24,KRN"
865,"SDQ,PM,ESC,WTS,WTS,HQ,LC,SHM,LEIGH,WLH,WLH,LC,WALL82,LC,BCT,SCL"
867,"ML,LC,KT,STOECK,WALL82"
868,"ESC,HLH51,HQ,RKZ"
870,"KT,HLH17,WALL81,WALL81,LC,HQ,LC"
871,"HQ,WALL81,WTS,WTS,SPL,SPL,LORIA,LORIA,LC,HQ"
878,"SPL,HLH17"
880,"ESC,WTS,WLH,PWG,ESC"
883,"LORIA,PWG,LORIA"
888,"WTS"
889,"CO493,KT,LOM,LC,WALL53,KT,LUCE,HLH17,WLH,RKZ,SML,HLH17"
895,"WTS,LEIGH,WTS,PH,DOW,CO493,WLH"
900,"LC,HLH51,CO493,RKZ,WLH,WLH,SCL,EVANS,WLH"
904,"WALL81,WALL53,HQ,LC,LC,WLH,LORIA,HQ,CO493,HQ,WLH"
905,"RKZ"
909,"ESC,WLH,HLH17,WTS,WALL82,PH,HQ,LC"
911,"ESC,KT,LEIGH,LC,WALL82,HQ,TM432,HLH37,YUAG"
913,"WALL53,SA10,WLH,WLH"
915,"AKW,BASS,HQ,HLH51,WTS,SML,WLH,WLH,WTS,WLH,SCL,HQ,CO47"
917,"SDQ,HQ,ML,TC,BRADY,PM,SA10,WTS,HQ,LEIGH,HQ,SML,LC,LORIA,BCT,SCL,LORIA,HQ,HQ"
918,"YSB,YSB,HQ,WTS,ESC,WTS,LEIGH,WTS,LORIA,LORIA,HQ,WTS,LC,LC,WLH,HQ,HLH37,CRW353,HQ,WALL81,HLH51"
922,"WTS"
923,"WTS,SA10,ELM294,HQ,WTS,WLH"
927,"CO493"
928,"LORIA,LOM,KT,WTS,SCL,KRN,LORIA,ML,HQ"
930,"HLH51,SML,LC,HQ"
935,"HLH17,HQ,WTS,HQ,HQ,HQ,WLH"
936,"RKZ"
943,"WTS,SPL,LORIA"
944,"WTS"
949,"HQ,LC,WTS,GREEN,GREEN,DOW,LC,WTS"
950,"HQ,WTS,AKW,CO100,LC,YK220,HQ,SDQ"
955,"YSB"
957,"WLH,HQ,WLH,WLH"
960,"LOM,LEIGH,WTS,HQ,HQ,YK220,PWG,WLH"
964,"HQ,WLH,RKZ,WLH"
966,"HLH17"
971,"WTS,KGL,LC,KT,SA10,HQ,WLH,BF,WTS,SCL"
973,"LC"
974,"WLH,SPL,GR109,GR109,RKZ,GREEN,YK220,YK212,YK220,WTS,HQ"
977,"SDQ"
985,"WALL53,WLH,LC,LEIGH,WLH,WALL82"
987,"HQ,KGL,CO100"
988,"WTS,LEIGH,WLH,WLH,WLH,RKZ,WALL82,LC,LC,HQ,TM432,HLH37,LC,SDQ"
990,"SML,HQ,BASSLB"
991,"WTS,RKZ,SML"
992,"HLH51,HLH17"
993,"WLH,WLH,WLH,WTS,LORIA"
995,"YSB,YSB,SPL,RKZ"
996,"WALL53,WTS"
998,"LC,WLH,PH,LEIGH,SPL,LC,WLH,WALL81,HQ"
1001,"KT,ML,SPL"
1003,"LC,WTS,HQ,HQ,WTS"
1008,"KT,HQ,ML,BCT"
1010,"WALL81,HLH17"
1012,"HQ"
1019,"EDG36,WLH,BASSLB,WLH,WLH"
1021,"WLH"
1022,"HQ,WTS,GREEN"
1030,"WALL53,WALL53,PH,LC"
1031,"WALL82,HLH17,YSB,HQ,HQ,DAVIES,BASS,HQ,WLH,LEIGH,CO100,CO100,HQ,BF,GREEN,LORIA,LORIA,WLH,HQ"
1041,"ESC,LORIA,RKZ,RKZ,SML,HQ,HQ,WLH"
1046,"DAVIES,WLH,WTS,CO493,HQ"
1049,"HQ"
1050,"KT,KGL,WTS,WTS,WLH,SML,HLH28"
1052,"DAVIES,LOM,KT,WTS,WALL53,KT,KT,LORIA,HQ,HQ,WLH,LORIA,PWG,LORIA,LORIA,ELM294,YK220,WLH,HQ,BASSLB,WLH,WLH,WLH,RKZ,HLH17"
1054,"WLH,YK220,HQ"
1056,"WTS,LEIGH,KT"
1062,"HQ,LC,HQ,WLH,BF"
1067,"KGL,WTS,LORIA,LC,HLH24,SDQ"
1074,"CO493,SHM,HQ"
1077,"WTS,RKZ"
1080,"SCL,WTS,HQ,WTS"
1081,"SDQ,LC,WLH,SCL"
1082,"ML,SPL,HQ,WLH"
1083,"HQ,HQ,SPL,LC,HQ"
1084,"CO101,WLH,HQ"
1090,"CO493,WTS"
1091,"WTS,WALL81,WALL81,HQ,HLH17"
1093,"HQ"
1096,"WLH,PH,BML,WTS,LORIA"
1097,"PH,LORIA,LORIA,WTS,WTS"
1099,"SPL,WALL53"
1101,"WTS,WALL82,WALL82,WLH"
1104,"WLH"
1107,"WTS,WALL53,WLH,ML,WTS"
1111,"WLH,HQ,WLH,LC,WLH,WLH,BF,LC,CO47"
1112,"HQ,WALL53,WTS,LC,LC,LC,HQ,HQ,DL,WTS,EDW380"
1113,"HQ,WALL81,CO493,ML,ML,ML,YSB,YSB,HQ,LC,HQ,WTS,LEIGH,STOECK,HQ,HLH37,PH,HQ,HQ,GREEN,CRW353,HQ,HQ,WLH,SCL"
1117,"KGL,ML,HQ,WLH,HQ,KT,LEPH"
1124,"LORIA,WALL53,LC,WLH"
1126,"WALL53,WLH"
1131,"DL"
1132,"WTS,PH,LORIA,WLH,WLH"
1136,"SPL,HLH37,LORIA,BASSLB,HQ,WLH,HQ,SDQ"
1140,"GR109,PH,HQ,HQ,LEPH,LEPH"
1141,"HQ,RKZ,WLH,SML,EVANS"
1145,"LOM,KT,LOM,BASSLB,ELM294,YK220,WLH,WLH,BF"
1148,"HQ"
1150,"PH,LC,PH,KGL"
1152,"KGL,LC,LC,HQ,HQ,RKZ"
1153,"WTS,LEIGH,WTS,HQ"
1162,"WTS,WLH,HQ,STOECK,HQ,DOW"
1167,"YSB,WTS,GREEN,HLH28,HLH51"
1171,"WTS,WTS,WTS,SA10,HQ,LORIA,LORIA,LORIA,LORIA,PWG,LC,GREEN,LORIA,WLH,HQ,HQ,PH,TRUM87,HQ,YK220"
1174,"WLH,KGL,SCL,SPL,LORIA,LORIA,LORIA,LORIA,LORIA,WLH,HLH37"
1176,"HQ"
1177,"BASS,WTS,WTS,LORIA,LC,WALL82"
1178,"LC,GREEN,WLH"
1179,"WTS,WTS,BASSLB,HQ"
1182,"KT,LC,HLH17,KRN"
1184,"KGL,PH"
1185,"RKZ,SML,HQ,WLH,LC,BASSLB"
1187,"KRN"
1197,"WALL82,SPL"
1200,"WTS,LC,WLH,BF,BCT"
1202,"HQ"
1206,"LC,WLH"
1210,"SCL,HQ,ESC,HQ,LORIA,SML,LEPH"
1211,"CO100,WTS,LORIA,LC,HQ,HQ"
1213,"HLH17,ESC,LEIGH,SPL,SPL,SPL,SCL,SCL,CRB,RKZ,LORIA"
1215,"WTS,SCL,WALL82,LORIA,YSB,WALL81,SPL,SPL,YSB,WLH,WLH"
1216,"WTS,YSB,LUCE,WALL81,HLH17,LORIA,LEIGH,PH,HQ,WLH,WLH,GREEN,HQ"
1217,"WTS,RKZ,RKZ"
1224,"HQ,BASS,DAVIES,DL,WTS,WTS,BASSLB,LORIA,WLH,HQ,HLH17,WTS,WTS,WLH,EVANS"
1226,"KGL,LC,WTS,WLH"
1229,"LC,HQ,WTS,WLH,HQ,KRN,WLH,WLH,WLH,WTS"
1230,"WALL53,WLH,WTS,WTS"
1231,"WTS,WLH,LC,LC,PH"
1232,"WTS"
1233,"SA10,LEIGH,WTS,HQ,WTS"
1234,"DAVIES,HQ,WTS,GR109,WTS,PH,SCL"
1244,"EDG36"
1246,"HQ,WLH,LC,LC"
1249,"LOM,LC,LC,WLH"
1250,"WTS,WTS,SA10,LORIA,HLH17,HQ,BOWERS"
1252,"WTS,WTS,KT,WTS,HQ,LUCE,WALL53,HLH17,LC,WLH,BF,WTS,TM432,HLH37"
1254,"HQ,DL,HQ"
1255,"LC,HQ,WLH"
1259,"KT,LEIGH,WTS"
1260,"LC,WTS,WALL82,SPL,SPL,SPL,SPL,SPL,SPL,SCL,SCL,SCL"
1264,"CO493,HLH17,BASSLB,WLH"
1265,"WTS,HQ"
1266,"SML"
1268,"KGL,WTS,HQ,KRN,LC,HQ,PH,LC,WLH,WLH,HQ"
1269,"KGL,WTS,PM,WTS,KT,HQ,WTS,HLH17,HLH51,GREEN,LORIA,LORIA,LORIA,RKZ,LC,LC,WLH,WLH,HQ"
1272,"HQ,BASS,HQ"
1273,"LC"
1274,"LOM,LC,LEIGH,KT"
1278,"HQ,WTS,LC,GREEN,WALL82,PH,WLH,WLH,HQ,WLH"
1279,"SDQ,WLH"
1281,"WTS,WALL82,BF,HQ"
1283,"KT,WTS,SA10,LC,HQ,WLH,BF,HQ"
1287,"HQ,LC,CO101,WALL82,LC,WLH,LC"
1288,"WALL53,PR77"
1290,"CO493,LC,HEN"
1291,"SPL,YK220"
1293,"WLH,LC,LC,HQ"
1298,"HQ,DL,HLH17,KGL,HQ,SCL"
1303,"RKZ"
1304,"ML,WALL82,WALL82,LEIGH,LEPH,TM432,WTS,WTS,WLH,WTS"
1307,"HQ,WLH,HLH37,ML"
1308,"DL,WTS,WTS,WTS,HEN,WLH,HLH17,MARSH,BOWERS,S,MARSH"
1309,"LC,WTS"
1313,"PH,YSB,HQ,HQ,WALL81,LC,LORIA,LORIA,WALL82,HLH17,KGL"
1314,"KT,KT,LORIA"
1315,"LORIA"
1316,"WLH,LC"
1317,"WTS"
1320,"HLH51,WLH,WLH,CO101,PH,WLH,HQ,HQ"
1325,"LC,CR305"
1330,"LOM,WLH,WTS,WLH,RKZ,HQ"
1335,"LC,HQ,LORIA,DL,LOM,HQ,BASS,SPL,SPL,HQ,LORIA,LORIA,LORIA,LORIA,SCL"
1343,"HLH24"
1348,"BASS,DL,KGL"
1351,"SPL,WTS,SPL,WLH,RKZ"
1356,"SPL,LC,LORIA,HQ"
1361,"LC,LORIA,DAVIES,BASSLB,LORIA,ESC"
1362,"LC"
1363,"KT,WTS,LEIGH,WLH,LC,LC,WTS,HLH37,CO47,CO47"
1366,"HQ,WLH,WALL81,WALL81"
1371,"KT,HQ"
1374,"YK220,SML,HQ,PH"
1376,"SPL,RKZ,SML,HQ,HQ,LC,YK220,WLH"
1380,"ML,DL,LORIA,LORIA"
1384,"HQ,LC,ELM294"
1386,"WLH,SA10,SA10,SPL,SPL,SPL,HLH17,LC"
1387,"TC,STOECK,WALL82,HQ"
1391,"WTS,LEIGH,LORIA,WLH"
1392,"HQ"
1393,"PH,LORIA,BASS,DAVIES,WLH,SCL,KT,WTS,WTS,LC,HQ,HQ,WLH,HQ,SCL"
1396,"LUCE"
1399,"KT,HQ,HQ,HLH17,WTS,KT,WLH,LEIGH,KT,WTS,WALL82,HQ,BASSLB"
1403,"WLH,CO493,HQ,WTS,KT,WLH,WTS,SCL,CO101,GREEN,WTS,LC,RKZ,YUAG,HQ,HQ,RKZ,HLH17,KRN"
1407,"WTS,BCT,SCL,LORIA"
1410,"WTS,WTS,YK212,TM432,PH,WTS"
1418,"EDG36"
1424,"LEIGH,LC,HQ"
1428,"ESC,KT,LOM,HQ,LORIA,WLH,ESC,HLH28,WLH"
1429,"PWG,WLH,WTS,HQ"
1431,"HQ"
1438,"LC,WLH,HQ"
1443,"ESC,KGL,WTS,SML"
